ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,option_type,perc_change,strike,volume
53.50,57.60,54.80,MSFT220121C00170000,"January 21, 2022","2,865",2020-08-07 1:48PM EDT,22,call,0.00,170.00,-
50.30,51.40,51.20,MSFT220121C00175000,"January 21, 2022","1,952",2020-08-10 10:18AM EDT,2,call,-4.83,175.00,-8.59%
47.60,47.58,48.70,MSFT220121C00180000,"January 21, 2022","2,264",2020-08-07 3:48PM EDT,3,call,-4.33,180.00,-8.34%
44.25,48.30,45.90,MSFT220121C00185000,"January 21, 2022","2,095",2020-08-07 1:27PM EDT,3,call,0.00,185.00,-
42.10,43.47,43.00,MSFT220121C00190000,"January 21, 2022","2,630",2020-08-07 3:13PM EDT,2,call,-2.03,190.00,-4.46%
39.40,43.70,40.40,MSFT220121C00195000,"January 21, 2022","1,192",2020-08-07 10:50AM EDT,4,call,0.00,195.00,-
37.40,37.50,37.40,MSFT220121C00200000,"January 21, 2022","9,512",2020-08-10 11:43AM EDT,74,call,-3.20,200.00,-7.86%
107.30,112.10,108.85,MSFT210917C00100000,"September 17, 2021",28,2020-08-04 2:52PM EDT,2,call,0.00,100.00,-
0.00,0.02,0.03,MSFT200814P00165000,"August 14, 2020",879,2020-08-10 10:43AM EDT,15,put,-0.01,165.00,-33.33%
0.02,0.02,0.03,MSFT200814P00170000,"August 14, 2020",364,2020-08-10 10:42AM EDT,271,put,-0.01,170.00,-33.33%
0.03,0.03,0.04,MSFT200814P00175000,"August 14, 2020",598,2020-08-10 11:40AM EDT,124,put,-0.02,175.00,-40.00%
0.04,0.04,0.05,MSFT200814P00177500,"August 14, 2020",81,2020-08-10 10:38AM EDT,18,put,-0.04,177.50,-50.00%
0.06,0.05,0.07,MSFT200814P00180000,"August 14, 2020","1,130",2020-08-10 11:17AM EDT,434,put,-0.03,180.00,-37.50%
0.08,0.08,0.09,MSFT200814P00182500,"August 14, 2020",547,2020-08-10 11:02AM EDT,432,put,-0.02,182.50,-20.00%
0.10,0.11,0.11,MSFT200814P00185000,"August 14, 2020","1,376",2020-08-10 11:40AM EDT,198,put,+0.01,185.00,+10.00%
0.14,0.16,0.15,MSFT200814P00187500,"August 14, 2020","1,043",2020-08-10 11:35AM EDT,"1,554",put,+0.05,187.50,+45.45%
0.19,0.21,0.22,MSFT200814P00190000,"August 14, 2020","2,211",2020-08-10 11:46AM EDT,678,put,+0.06,190.00,+40.00%
26.75,27.65,27.25,MSFT210716C00210000,"July 16, 2021",1,2020-08-10 10:01AM EDT,5,call,-2.00,210.00,-6.75%
24.25,25.00,25.00,MSFT210716C00215000,"July 16, 2021",8,2020-08-07 12:46PM EDT,2,call,-3.30,215.00,-11.66%
22.35,24.21,22.90,MSFT210716C00220000,"July 16, 2021",1,2020-08-10 9:46AM EDT,3,call,-1.29,220.00,-5.06%
18.70,20.75,19.10,MSFT210716C00230000,"July 16, 2021",10,2020-08-10 9:40AM EDT,1,call,-0.50,230.00,-2.35%
15.40,16.80,15.85,MSFT210716C00240000,"July 16, 2021","11,013",2020-08-10 10:11AM EDT,8,call,-1.25,240.00,-6.93%
8.55,10.50,9.00,MSFT210716C00270000,"July 16, 2021",1,2020-08-07 10:20AM EDT,1,call,0.00,270.00,-
84.55,90.00,86.90,MSFT220916C00130000,"September 16, 2022",363,2020-08-07 1:00PM EDT,7,call,0.00,130.00,-
81.10,85.80,83.40,MSFT220916C00135000,"September 16, 2022",693,2020-08-07 1:09PM EDT,17,call,0.00,135.00,-
77.65,82.50,79.95,MSFT220916C00140000,"September 16, 2022",870,2020-08-05 2:32PM EDT,4,call,0.00,140.00,-
73.65,77.12,76.45,MSFT220916C00145000,"September 16, 2022",503,2020-08-04 10:37AM EDT,5,call,0.00,145.00,-
70.70,72.53,72.95,MSFT220916C00150000,"September 16, 2022","1,366",2020-08-10 9:42AM EDT,2,call,-2.57,150.00,-3.42%
67.45,73.40,69.80,MSFT220916C00155000,"September 16, 2022","1,132",2020-08-06 3:11PM EDT,4,call,0.00,155.00,-
64.10,65.25,66.50,MSFT220916C00160000,"September 16, 2022","1,237",2020-08-10 10:47AM EDT,2,call,-4.55,160.00,-6.52%
32.50,32.90,33.00,MSFT220121C00210000,"January 21, 2022","2,724",2020-08-10 11:24AM EDT,68,call,-3.00,210.00,-8.36%
28.00,28.85,28.95,MSFT220121C00220000,"January 21, 2022","2,860",2020-08-10 11:33AM EDT,28,call,-2.50,220.00,-7.97%
24.45,26.23,25.30,MSFT220121C00230000,"January 21, 2022","1,344",2020-08-10 9:37AM EDT,6,call,-0.87,230.00,-3.21%
21.15,21.62,21.85,MSFT220121C00240000,"January 21, 2022","6,598",2020-08-10 11:42AM EDT,290,call,-2.33,240.00,-9.73%
18.65,18.65,18.80,MSFT220121C00250000,"January 21, 2022","6,015",2020-08-10 11:47AM EDT,118,call,-1.85,250.00,-9.02%
16.10,16.10,16.50,MSFT220121C00260000,"January 21, 2022","3,586",2020-08-10 11:45AM EDT,17,call,-2.35,260.00,-12.74%
13.50,13.85,14.15,MSFT220121C00270000,"January 21, 2022","4,514",2020-08-10 10:43AM EDT,5,call,-1.45,270.00,-9.48%
11.95,12.00,12.45,MSFT220121C00280000,"January 21, 2022","2,330",2020-08-10 11:04AM EDT,25,call,-1.27,280.00,-9.57%
10.05,10.40,10.55,MSFT220121C00290000,"January 21, 2022","1,716",2020-08-10 11:23AM EDT,37,call,-1.20,290.00,-10.34%
126.55,126.09,129.50,MSFT220318C00080000,"March 18, 2022",3,2020-07-23 12:35PM EDT,2,call,0.00,80.00,-
102.65,106.40,104.20,MSFT210917C00105000,"September 17, 2021",2,2020-07-22 1:02PM EDT,1,call,0.00,105.00,-
98.20,94.83,99.65,MSFT210917C00110000,"September 17, 2021",5,2020-07-29 12:34PM EDT,2,call,0.00,110.00,-
0.00,47.39,0.00,MSFT210917C00115000,"September 17, 2021",1,2020-07-09 4:58PM EDT,2,call,0.00,115.00,-
89.25,94.90,90.80,MSFT210917C00120000,"September 17, 2021",42,2020-08-07 1:16PM EDT,1,call,0.00,120.00,-
80.00,84.87,85.00,MSFT210917C00125000,"September 17, 2021",5,2020-07-02 3:09PM EDT,2,call,0.00,125.00,-
80.80,85.60,82.15,MSFT210917C00130000,"September 17, 2021",389,2020-08-07 2:15PM EDT,1,call,0.00,130.00,-
76.80,82.01,78.05,MSFT210917C00135000,"September 17, 2021",26,2020-08-05 3:14PM EDT,11,call,0.00,135.00,-
72.50,68.40,73.85,MSFT210917C00140000,"September 17, 2021",69,2020-07-31 3:48PM EDT,7,call,0.00,140.00,-
68.50,75.85,69.90,MSFT210917C00145000,"September 17, 2021",40,2020-07-13 12:04PM EDT,4,call,0.00,145.00,-
0.29,0.26,0.31,MSFT200814P00192500,"August 14, 2020","1,822",2020-08-10 11:29AM EDT,519,put,+0.07,192.50,+36.84%
0.43,0.45,0.45,MSFT200814P00195000,"August 14, 2020","2,329",2020-08-10 11:47AM EDT,"1,236",put,+0.19,195.00,+73.08%
0.66,0.68,0.68,MSFT200814P00197500,"August 14, 2020","1,707",2020-08-10 11:46AM EDT,"2,043",put,+0.36,197.50,+112.50%
1.00,1.05,1.02,MSFT200814P00200000,"August 14, 2020","4,295",2020-08-10 11:47AM EDT,"5,618",put,+0.60,200.00,+133.33%
1.54,1.61,1.58,MSFT200814P00202500,"August 14, 2020","3,669",2020-08-10 11:47AM EDT,"4,746",put,+0.95,202.50,+143.94%
2.38,2.36,2.45,MSFT200814P00205000,"August 14, 2020","6,523",2020-08-10 11:45AM EDT,"6,754",put,+1.38,205.00,+140.82%
3.40,3.47,3.50,MSFT200814P00207500,"August 14, 2020","5,313",2020-08-10 11:46AM EDT,"4,548",put,+1.99,207.50,+134.46%
7.20,7.35,7.40,MSFT210716C00280000,"July 16, 2021",1,2020-08-10 11:07AM EDT,2,call,-0.55,280.00,-6.96%
3.35,3.55,3.70,MSFT210716C00320000,"July 16, 2021",2,2020-08-10 11:23AM EDT,7,call,-0.60,320.00,-14.46%
13.25,11.90,13.75,MSFT210716P00170000,"July 16, 2021",15,2020-08-07 12:00PM EDT,15,put,0.00,170.00,-
14.90,13.25,15.40,MSFT210716P00175000,"July 16, 2021",28,2020-08-07 11:59AM EDT,28,put,0.00,175.00,-
16.80,16.90,17.25,MSFT210716P00180000,"July 16, 2021",72,2020-08-10 10:48AM EDT,10,put,+2.20,180.00,+14.97%
18.50,16.45,19.15,MSFT210716P00185000,"July 16, 2021",86,2020-08-07 11:38AM EDT,146,put,0.00,185.00,-
61.05,63.30,63.30,MSFT220916C00165000,"September 16, 2022",935,2020-08-10 10:38AM EDT,4,call,-1.35,165.00,-2.09%
57.80,59.50,60.05,MSFT220916C00170000,"September 16, 2022",845,2020-08-07 1:47PM EDT,7,call,-2.90,170.00,-4.65%
55.20,59.39,57.35,MSFT220916C00175000,"September 16, 2022","1,328",2020-08-07 12:00PM EDT,1,call,-0.61,175.00,-1.02%
52.55,55.20,54.60,MSFT220916C00180000,"September 16, 2022","1,227",2020-08-10 9:39AM EDT,3,call,-0.90,180.00,-1.60%
50.10,51.00,52.00,MSFT220916C00185000,"September 16, 2022","2,866",2020-08-07 1:59PM EDT,50,call,-3.00,185.00,-5.56%
47.55,49.25,49.25,MSFT220916C00190000,"September 16, 2022",871,2020-08-07 1:25PM EDT,2,call,-1.60,190.00,-3.15%
45.10,45.00,46.85,MSFT220916C00195000,"September 16, 2022",462,2020-08-10 10:13AM EDT,4,call,-3.79,195.00,-7.77%
8.80,10.00,9.15,MSFT220121C00300000,"January 21, 2022",26,2020-08-10 9:30AM EDT,2,call,+0.07,300.00,+0.70%
6.45,6.77,6.80,MSFT220121C00320000,"January 21, 2022",49,2020-08-10 11:03AM EDT,2,call,-0.66,320.00,-8.88%
0.71,0.85,0.85,MSFT220121P00070000,"January 21, 2022","1,948",2020-08-10 10:05AM EDT,4,put,+0.09,70.00,+11.84%
0.92,0.93,1.21,MSFT220121P00075000,"January 21, 2022",350,2020-08-07 9:41AM EDT,70,put,0.00,75.00,-
1.17,1.33,1.39,MSFT220121P00080000,"January 21, 2022",796,2020-08-07 2:22PM EDT,889,put,0.00,80.00,-
1.46,1.38,1.89,MSFT220121P00085000,"January 21, 2022",270,2020-08-07 10:10AM EDT,58,put,0.00,85.00,-
1.81,1.70,2.26,MSFT220121P00090000,"January 21, 2022",757,2020-08-07 12:45PM EDT,77,put,0.00,90.00,-
0.00,97.00,0.00,MSFT220318C00090000,"March 18, 2022",2,2020-07-09 4:58PM EDT,1,call,0.00,90.00,-
0.00,89.99,0.00,MSFT220318C00095000,"March 18, 2022",8,2020-07-09 4:58PM EDT,10,call,0.00,95.00,-
108.00,111.15,110.80,MSFT220318C00100000,"March 18, 2022",81,2020-08-03 10:18AM EDT,1,call,-2.29,100.00,-2.02%
0.00,83.80,0.00,MSFT220318C00105000,"March 18, 2022",67,2020-07-09 4:58PM EDT,1,call,0.00,105.00,-
98.30,81.75,102.30,MSFT220318C00110000,"March 18, 2022",3,2020-06-15 12:42PM EDT,2,call,0.00,110.00,-
98.50,101.51,102.65,MSFT220318C00115000,"March 18, 2022",25,2020-07-09 2:58PM EDT,21,call,0.00,115.00,-
0.00,79.97,0.00,MSFT220318C00120000,"March 18, 2022",6,2020-07-09 4:58PM EDT,5,call,0.00,120.00,-
0.00,62.28,0.00,MSFT220318C00125000,"March 18, 2022",8,2020-07-09 4:58PM EDT,3,call,0.00,125.00,-
88.90,88.65,92.90,MSFT220318C00130000,"March 18, 2022",19,2020-07-07 11:32AM EDT,1,call,0.00,130.00,-
64.90,59.02,66.15,MSFT210917C00150000,"September 17, 2021",263,2020-07-24 12:23PM EDT,1,call,0.00,150.00,-
61.20,63.98,62.30,MSFT210917C00155000,"September 17, 2021",41,2020-08-04 2:33PM EDT,2,call,0.00,155.00,-
57.45,60.25,58.75,MSFT210917C00160000,"September 17, 2021",317,2020-08-10 9:40AM EDT,2,call,-2.70,160.00,-4.29%
53.85,59.19,55.15,MSFT210917C00165000,"September 17, 2021",172,2020-08-07 12:26PM EDT,1,call,0.00,165.00,-
50.40,57.15,51.65,MSFT210917C00170000,"September 17, 2021",588,2020-08-07 9:52AM EDT,1,call,0.00,170.00,-
47.50,51.57,48.55,MSFT210917C00175000,"September 17, 2021",452,2020-08-06 11:59AM EDT,3,call,0.00,175.00,-
44.30,47.15,45.35,MSFT210917C00180000,"September 17, 2021",225,2020-08-04 3:18PM EDT,118,call,0.00,180.00,-
4.85,4.95,4.90,MSFT200814P00210000,"August 14, 2020","4,601",2020-08-10 11:47AM EDT,"4,084",put,+2.66,210.00,+116.16%
6.55,6.68,6.70,MSFT200814P00212500,"August 14, 2020","3,270",2020-08-10 11:45AM EDT,808,put,+3.24,212.50,+94.19%
8.60,8.40,8.80,MSFT200814P00215000,"August 14, 2020","2,772",2020-08-10 11:42AM EDT,328,put,+3.50,215.00,+71.43%
10.80,10.54,10.85,MSFT200814P00217500,"August 14, 2020",489,2020-08-10 11:42AM EDT,87,put,+4.19,217.50,+65.98%
12.80,13.10,13.90,MSFT200814P00220000,"August 14, 2020",499,2020-08-10 11:44AM EDT,3,put,+4.36,220.00,+49.89%
15.30,15.45,15.75,MSFT200814P00222500,"August 14, 2020",43,2020-08-10 11:08AM EDT,15,put,+4.70,222.50,+43.72%
17.75,17.71,18.15,MSFT200814P00225000,"August 14, 2020",340,2020-08-10 11:08AM EDT,219,put,+4.31,225.00,+32.16%
43.20,43.94,43.95,MSFT220916C00200000,"September 16, 2022","3,614",2020-08-10 11:33AM EDT,106,call,-2.06,200.00,-4.48%
39.00,39.40,39.95,MSFT220916C00210000,"September 16, 2022","1,510",2020-08-10 11:36AM EDT,62,call,-3.00,210.00,-7.08%
35.10,34.80,35.80,MSFT220916C00220000,"September 16, 2022","1,616",2020-08-10 11:13AM EDT,20,call,-3.20,220.00,-8.42%
30.80,33.30,32.00,MSFT220916C00230000,"September 16, 2022",782,2020-08-10 9:31AM EDT,7,call,-0.70,230.00,-2.06%
27.25,27.70,28.70,MSFT220916C00240000,"September 16, 2022","1,821",2020-08-10 9:57AM EDT,16,call,-2.76,240.00,-9.06%
24.05,25.25,25.70,MSFT220916C00250000,"September 16, 2022","1,785",2020-08-10 11:21AM EDT,29,call,-0.85,250.00,-3.26%
21.95,22.75,23.15,MSFT220916C00260000,"September 16, 2022",725,2020-08-10 10:47AM EDT,2,call,-1.25,260.00,-5.21%
19.55,21.00,20.80,MSFT220916C00270000,"September 16, 2022","3,054",2020-08-10 10:12AM EDT,2,call,-0.70,270.00,-3.23%
17.10,18.00,18.30,MSFT220916C00280000,"September 16, 2022","1,363",2020-08-07 2:44PM EDT,3,call,-1.35,280.00,-6.98%
141.50,150.85,143.00,MSFT210618C00065000,"June 18, 2021",37,2020-08-03 3:35PM EDT,3,call,0.00,65.00,-
2.20,1.70,2.68,MSFT220121P00095000,"January 21, 2022",488,2020-08-03 11:30AM EDT,2,put,0.00,95.00,-
2.68,2.10,3.20,MSFT220121P00100000,"January 21, 2022","1,971",2020-08-03 3:34PM EDT,52,put,0.00,100.00,-
3.15,3.22,3.75,MSFT220121P00105000,"January 21, 2022",389,2020-08-07 3:14PM EDT,10,put,0.00,105.00,-
3.75,3.30,4.35,MSFT220121P00110000,"January 21, 2022",660,2020-08-07 12:45PM EDT,1,put,0.00,110.00,-
4.45,4.45,5.05,MSFT220121P00115000,"January 21, 2022","1,318",2020-08-07 3:07PM EDT,25,put,0.00,115.00,-
5.15,5.15,5.85,MSFT220121P00120000,"January 21, 2022","2,099",2020-08-07 3:24PM EDT,116,put,0.00,120.00,-
6.00,6.30,6.70,MSFT220121P00125000,"January 21, 2022","1,033",2020-08-10 10:58AM EDT,1,put,+0.35,125.00,+5.88%
6.95,6.70,7.25,MSFT220121P00130000,"January 21, 2022","5,264",2020-08-07 3:51PM EDT,100,put,0.00,130.00,-
71.30,70.70,76.00,MSFT220318C00135000,"March 18, 2022",23,2020-06-24 11:25AM EDT,1,call,0.00,135.00,-
74.60,78.93,77.10,MSFT220318C00140000,"March 18, 2022",58,2020-08-03 11:19AM EDT,1,call,0.00,140.00,-
74.00,73.40,77.70,MSFT220318C00145000,"March 18, 2022",16,2020-07-06 1:29PM EDT,1,call,0.00,145.00,-
67.30,74.75,69.85,MSFT220318C00150000,"March 18, 2022",59,2020-08-06 3:05PM EDT,4,call,0.00,150.00,-
64.10,65.32,66.05,MSFT220318C00155000,"March 18, 2022",38,2020-08-10 11:09AM EDT,1,call,+0.82,155.00,+1.27%
60.65,64.00,62.90,MSFT220318C00160000,"March 18, 2022",101,2020-08-03 10:37AM EDT,3,call,0.00,160.00,-
57.55,52.42,59.35,MSFT220318C00165000,"March 18, 2022",105,2020-07-27 1:03PM EDT,1,call,0.00,165.00,-
41.45,45.35,42.30,MSFT210917C00185000,"September 17, 2021",262,2020-08-06 11:41AM EDT,1,call,0.00,185.00,-
38.35,42.00,39.45,MSFT210917C00190000,"September 17, 2021",232,2020-08-05 2:59PM EDT,1,call,0.00,190.00,-
35.30,40.40,36.60,MSFT210917C00195000,"September 17, 2021",145,2020-08-07 9:43AM EDT,1,call,0.00,195.00,-
33.00,33.85,34.00,MSFT210917C00200000,"September 17, 2021","1,787",2020-08-10 11:08AM EDT,13,call,-2.65,200.00,-7.26%
28.60,28.93,29.30,MSFT210917C00210000,"September 17, 2021",802,2020-08-10 10:47AM EDT,10,call,-2.57,210.00,-8.16%
24.20,24.65,25.00,MSFT210917C00220000,"September 17, 2021","2,233",2020-08-10 11:15AM EDT,23,call,-2.20,220.00,-8.19%
19.80,15.85,20.70,MSFT200814P00227500,"August 14, 2020",14,2020-08-07 3:10PM EDT,10,put,0.00,227.50,-
22.65,19.36,23.15,MSFT200814P00230000,"August 14, 2020",43,2020-08-07 2:24PM EDT,12,put,0.00,230.00,-
24.75,25.12,25.65,MSFT200814P00232500,"August 14, 2020",11,2020-08-10 11:11AM EDT,1,put,+7.62,232.50,+43.54%
27.35,27.69,28.35,MSFT200814P00235000,"August 14, 2020",15,2020-08-10 11:11AM EDT,1,put,+6.57,235.00,+31.11%
32.35,33.15,33.15,MSFT200814P00240000,"August 14, 2020",25,2020-08-10 9:32AM EDT,4,put,+5.74,240.00,+20.94%
37.30,32.60,38.35,MSFT200814P00245000,"August 14, 2020",13,2020-08-03 10:08AM EDT,5,put,0.00,245.00,-
42.00,39.52,43.10,MSFT200814P00250000,"August 14, 2020",2,2020-08-04 11:29AM EDT,2,put,0.00,250.00,-
47.35,44.00,48.40,MSFT200814P00255000,"August 14, 2020",1,2020-08-03 9:30AM EDT,1,put,0.00,255.00,-
57.50,52.10,58.00,MSFT200814P00265000,"August 14, 2020",1,2020-08-06 12:32PM EDT,-,put,0.00,265.00,-
15.85,16.50,16.40,MSFT220916C00290000,"September 16, 2022","3,626",2020-08-10 10:10AM EDT,23,call,-0.60,290.00,-3.51%
13.90,14.50,15.00,MSFT220916C00300000,"September 16, 2022","1,386",2020-08-10 11:23AM EDT,38,call,-1.16,300.00,-7.41%
13.00,12.71,13.30,MSFT220916C00310000,"September 16, 2022",137,2020-08-07 3:23PM EDT,6,call,-2.28,310.00,-15.21%
11.25,11.68,12.10,MSFT220916C00320000,"September 16, 2022","2,704",2020-08-10 11:39AM EDT,170,call,-1.05,320.00,-8.25%
1.65,2.47,2.25,MSFT220916P00080000,"September 16, 2022","3,810",2020-08-07 3:50PM EDT,4,put,0.00,80.00,-
2.00,2.46,4.40,MSFT220916P00085000,"September 16, 2022",424,2020-08-05 2:24PM EDT,2,put,0.00,85.00,-
3.00,3.06,4.20,MSFT220916P00090000,"September 16, 2022",800,2020-08-03 3:57PM EDT,1,put,0.00,90.00,-
0.00,102.00,0.00,MSFT210618C00070000,"June 18, 2021",6,2020-07-09 4:58PM EDT,1,call,0.00,70.00,-
140.30,138.75,142.40,MSFT210618C00075000,"June 18, 2021",16,2020-07-07 11:16AM EDT,2,call,0.00,75.00,-
126.55,133.43,127.75,MSFT210618C00080000,"June 18, 2021",246,2020-08-05 1:16PM EDT,2,call,0.00,80.00,-
121.65,117.60,123.05,MSFT210618C00085000,"June 18, 2021",77,2020-07-28 3:34PM EDT,4,call,0.00,85.00,-
116.70,111.50,117.90,MSFT210618C00090000,"June 18, 2021",213,2020-07-24 3:25PM EDT,1,call,0.00,90.00,-
108.30,102.90,109.35,MSFT210618C00095000,"June 18, 2021",797,2020-06-29 11:33AM EDT,2,call,0.00,95.00,-
107.10,113.65,108.35,MSFT210618C00100000,"June 18, 2021","1,971",2020-08-07 11:58AM EDT,1,call,0.00,100.00,-
101.85,106.03,103.30,MSFT210618C00105000,"June 18, 2021",383,2020-08-04 11:40AM EDT,23,call,0.00,105.00,-
7.95,8.30,8.70,MSFT220121P00135000,"January 21, 2022",938,2020-08-05 10:31AM EDT,2,put,+1.43,135.00,+20.82%
9.05,9.40,9.75,MSFT220121P00140000,"January 21, 2022","2,988",2020-08-10 10:53AM EDT,8,put,+1.48,140.00,+18.69%
10.35,10.50,10.70,MSFT220121P00145000,"January 21, 2022","3,494",2020-08-10 10:52AM EDT,9,put,+1.63,145.00,+18.38%
11.70,11.40,12.25,MSFT220121P00150000,"January 21, 2022","2,985",2020-08-07 3:09PM EDT,2,put,+0.15,150.00,+1.33%
13.15,13.00,13.75,MSFT220121P00155000,"January 21, 2022","1,128",2020-08-07 2:37PM EDT,1,put,+0.35,155.00,+2.77%
14.70,13.33,15.20,MSFT220121P00160000,"January 21, 2022","3,535",2020-08-05 3:49PM EDT,8,put,0.00,160.00,-
16.35,14.60,17.05,MSFT220121P00165000,"January 21, 2022",740,2020-08-07 12:05PM EDT,5,put,0.00,165.00,-
18.10,18.00,18.70,MSFT220121P00170000,"January 21, 2022","3,633",2020-08-07 2:45PM EDT,1,put,+0.65,170.00,+3.75%
19.95,19.03,20.55,MSFT220121P00175000,"January 21, 2022",965,2020-08-07 1:41PM EDT,1,put,0.00,175.00,-
54.25,58.39,56.15,MSFT220318C00170000,"March 18, 2022",364,2020-08-07 11:18AM EDT,1,call,-1.61,170.00,-2.68%
51.05,52.55,53.35,MSFT220318C00175000,"March 18, 2022",120,2020-08-10 10:47AM EDT,1,call,-4.55,175.00,-7.97%
48.10,48.86,50.20,MSFT220318C00180000,"March 18, 2022",163,2020-08-10 11:01AM EDT,1,call,-5.66,180.00,-10.38%
45.45,50.65,47.15,MSFT220318C00185000,"March 18, 2022",62,2020-08-07 10:12AM EDT,1,call,0.00,185.00,-
43.05,46.43,44.40,MSFT220318C00190000,"March 18, 2022",90,2020-08-06 10:23AM EDT,1,call,-0.34,190.00,-0.73%
40.30,43.00,42.05,MSFT220318C00195000,"March 18, 2022",44,2020-08-10 9:33AM EDT,1,call,-1.50,195.00,-3.37%
37.95,39.50,39.50,MSFT220318C00200000,"March 18, 2022",295,2020-08-07 12:40PM EDT,1,call,-2.10,200.00,-5.05%
33.30,34.40,34.75,MSFT220318C00210000,"March 18, 2022",318,2020-08-07 3:35PM EDT,7,call,-2.47,210.00,-6.70%
20.25,21.15,21.20,MSFT210917C00230000,"September 17, 2021","1,152",2020-08-10 11:35AM EDT,33,call,-1.86,230.00,-8.08%
17.40,17.80,17.90,MSFT210917C00240000,"September 17, 2021",746,2020-08-10 11:10AM EDT,6,call,-2.00,240.00,-10.10%
14.60,15.10,15.25,MSFT210917C00250000,"September 17, 2021",453,2020-08-10 11:30AM EDT,6,call,-1.40,250.00,-8.48%
12.35,12.35,12.75,MSFT210917C00260000,"September 17, 2021",650,2020-08-10 11:00AM EDT,58,call,-1.75,260.00,-12.41%
10.35,10.65,10.70,MSFT210917C00270000,"September 17, 2021",69,2020-08-07 11:55AM EDT,2,call,-0.86,270.00,-7.47%
8.70,9.00,9.05,MSFT210917C00280000,"September 17, 2021",12,2020-08-10 10:22AM EDT,4,call,-0.65,280.00,-6.74%
7.25,8.38,7.65,MSFT210917C00290000,"September 17, 2021",7,2020-08-07 3:07PM EDT,4,call,0.00,290.00,-
6.20,6.25,6.55,MSFT210917C00300000,"September 17, 2021",5,2020-08-10 10:09AM EDT,33,call,-0.75,300.00,-10.71%
72.40,78.55,73.10,MSFT200814P00280000,"August 14, 2020",5,2020-07-31 9:50AM EDT,5,put,0.00,280.00,-
87.75,82.85,87.95,MSFT200814P00295000,"August 14, 2020",1,2020-08-07 3:10PM EDT,1,put,0.00,295.00,-
3.65,3.50,4.25,MSFT220916P00095000,"September 16, 2022",88,2020-08-06 3:38PM EDT,2,put,0.00,95.00,-
4.35,4.59,5.10,MSFT220916P00100000,"September 16, 2022",635,2020-08-10 9:58AM EDT,2,put,+0.39,100.00,+9.29%
4.20,5.00,6.20,MSFT220916P00105000,"September 16, 2022",20,2020-07-28 1:02PM EDT,2,put,0.00,105.00,-
5.75,5.20,6.80,MSFT220916P00110000,"September 16, 2022",99,2020-08-03 3:56PM EDT,1,put,0.00,110.00,-
6.60,6.00,7.70,MSFT220916P00115000,"September 16, 2022",22,2020-08-05 12:21PM EDT,1,put,0.00,115.00,-
6.95,7.25,8.65,MSFT220916P00120000,"September 16, 2022",307,2020-07-31 3:59PM EDT,7,put,0.00,120.00,-
8.45,9.20,9.75,MSFT220916P00125000,"September 16, 2022",187,2020-07-31 10:12AM EDT,3,put,0.00,125.00,-
125.95,134.51,129.90,MSFT220617C00080000,"June 17, 2022",24,2020-08-04 9:30AM EDT,2,call,0.00,80.00,-
97.65,103.98,98.90,MSFT210618C00110000,"June 18, 2021","2,652",2020-08-05 11:41AM EDT,1,call,0.00,110.00,-
101.45,101.00,103.50,MSFT210618C00115000,"June 18, 2021",376,2020-07-07 11:07AM EDT,5,call,0.00,115.00,-
88.65,92.92,89.65,MSFT210618C00120000,"June 18, 2021",878,2020-08-07 1:23PM EDT,2,call,0.00,120.00,-
84.20,90.00,85.15,MSFT210618C00125000,"June 18, 2021",516,2020-08-07 3:48PM EDT,5,call,0.00,125.00,-
79.90,80.95,80.90,MSFT210618C00130000,"June 18, 2021","3,482",2020-08-06 3:52PM EDT,1,call,-7.15,130.00,-8.12%
75.65,69.12,76.65,MSFT210618C00135000,"June 18, 2021","1,341",2020-07-31 1:25PM EDT,5,call,0.00,135.00,-
22.00,21.81,22.75,MSFT220121P00180000,"January 21, 2022","3,000",2020-08-10 10:27AM EDT,6,put,+2.51,180.00,+13.01%
24.15,22.00,24.75,MSFT220121P00185000,"January 21, 2022","1,503",2020-08-07 12:46PM EDT,3,put,0.00,185.00,-
26.25,23.10,26.85,MSFT220121P00190000,"January 21, 2022",987,2020-08-05 9:46AM EDT,2,put,0.00,190.00,-
28.65,25.63,29.35,MSFT220121P00195000,"January 21, 2022",542,2020-08-05 9:49AM EDT,1,put,0.00,195.00,-
31.05,31.45,31.80,MSFT220121P00200000,"January 21, 2022","2,490",2020-08-10 9:30AM EDT,15,put,+1.40,200.00,+4.66%
36.40,35.30,37.30,MSFT220121P00210000,"January 21, 2022","1,159",2020-08-07 2:26PM EDT,31,put,0.00,210.00,-
42.25,39.25,42.85,MSFT220121P00220000,"January 21, 2022",535,2020-08-07 12:45PM EDT,234,put,0.00,220.00,-
48.25,45.74,49.10,MSFT220121P00230000,"January 21, 2022",395,2020-08-07 12:55PM EDT,98,put,0.00,230.00,-
29.25,30.60,30.50,MSFT220318C00220000,"March 18, 2022",86,2020-08-07 1:17PM EDT,1,call,-1.80,220.00,-5.56%
25.70,28.95,27.20,MSFT220318C00230000,"March 18, 2022",430,2020-08-07 10:14AM EDT,1,call,0.00,230.00,-
21.80,24.00,23.65,MSFT220318C00240000,"March 18, 2022",200,2020-08-07 3:47PM EDT,1,call,-1.45,240.00,-5.70%
19.85,20.00,20.50,MSFT220318C00250000,"March 18, 2022","1,913",2020-08-10 10:48AM EDT,6,call,-2.00,250.00,-9.09%
